number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
34,1,3.3877,2,10.17,0.75,10.92,96.99,0.01,28728004608,3150372864,31878377472,0,0,0,2,1581,8192,10229760,0,32,156,29,40,8343,5609,0,0,0,0
42,2,4.2066,2,11.33,0.97,12.3,121.53,0.0,29700947968,3162431488,32863379456,28179316736,3162431488,31341748224,2,645,8192,121229312,1,758,240,27,22,5428,5487,0,0,0,0
32,3,3.186,2,10.31,0.84,11.15,90.46,0.0,28768317440,3150372864,31918690304,28187148288,3150372864,31337521152,0,1047,0,6832128,0,26,128,18,30,3711,3555,0,0,0,0
33,4,3.2819,2,10.1,0.8,10.9,94.1,0.0,28723982336,3162431488,31886413824,28180099072,3162431488,31342530560,2,1439,8192,10606592,0,27,196,13,17,2608,3242,0,0,0,0
1059,5,110.9203,2,1954.66,69.53,2024.19,1508.87,9.11,64850673664,3150372864,68001046528,28199202816,3150372864,31349575680,178,55762,729088,44446414848,10,2373177,13740,671,814,120376,127505,0,0,0,0
