number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
31,1,3.0821,2,9.1,0.74,9.84,88.37,0.0,27587674112,4287397888,31875072000,0,0,0,6,1875,24576,10261504,1,39,148,8,10,2334,1602,0,0,0,0
30,2,2.9806,2,9.24,0.85,10.09,85.11,0.0,27593048064,4287385600,31880433664,27067891712,4287385600,31355277312,8,1821,32768,10584064,0,44,188,18,19,2589,3025,0,0,0,0
29,3,2.8795,2,8.02,0.62,8.64,82.95,0.0,27541041152,4287385600,31828426752,27067256832,4287385600,31354642432,0,1856,0,9691136,0,43,120,18,20,3118,3624,0,0,0,0
103,4,10.4872,2,54.86,3.38,58.24,276.9,0.0,31582171136,4287389696,35869556736,27072143360,4287385600,31359528960,3632,2701,471465984,81409024,171,210,2720,45,48,6745,7353,0,0,0,0
