number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
32,1,3.1831,2,9.02,0.81,9.83,91.54,0.0,27610316800,4284366848,31894683648,0,0,0,0,1714,0,9440256,0,38,136,26,41,7452,3958,0,0,0,0
31,2,3.0827,2,9.69,0.82,10.51,87.77,0.0,27627175936,4284366848,31911542784,27069841408,4284366848,31354208256,4,2099,16384,11972608,0,42,184,21,26,2993,3679,0,0,0,0
30,3,2.977,2,8.64,0.89,9.53,85.46,0.0,27577106432,4284366848,31861473280,27075252224,4284366848,31359619072,4,1739,16384,9462784,0,34,140,18,31,3538,5028,0,0,0,0
116,4,11.8248,2,54.17,3.6,57.77,319.56,0.0,32291123200,4284366848,36575490048,27074449408,4284366848,31358816256,14,2921,57344,120873984,1,361,372,55,88,11194,12841,0,0,0,0
