number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
32,1,3.1865,2,9.6,0.89,10.49,91.36,0.0,28019478528,4283801600,32303280128,0,0,0,44,1184,2949120,7359488,3,24,168,35,46,8232,4508,0,0,0,0
31,2,3.0803,2,9.86,0.83,10.69,87.28,0.0,28056604672,4284272640,32340877312,27491500032,4284272640,31775772672,2,2352,8192,12839936,0,54,164,15,17,6330,5583,0,0,0,0
30,3,2.9831,2,9.01,0.7,9.71,85.49,0.0,27988402176,4283801600,32272203776,27491168256,4283801600,31774969856,52,1880,548864,10357760,2,42,196,6,21,486,1978,0,0,0,0
3966,4,416.3333,2,11792.54,168.96,11961.5,1332.3,8.99,64965963776,4288389120,69249728512,27484209152,4283752448,31772598272,77149,166782,9902776320,93203468288,5203,3489400,40096,2411,2673,505103,475974,0,0,0,0
