name,run,number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / scale 100,5,65,1,6.535,3,12.29,1.06,13.35,11.37,1.18,719384576,0,719384576,0,0,0,4483,511,81072128,3596288,1818,459,3996,26,28,4232,5618,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / scale 100,4,46,2,4.5937,3,10.23,0.79,11.02,7.1,0.08,698580992,0,698580992,459980800,0,459980800,43,466,606208,3244032,30,335,216,1,2,66,220,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / scale 100,3,54,3,5.4116,3,12.93,0.82,13.75,7.53,0.15,705441792,0,705441792,449839104,0,449839104,390,463,4485120,3260416,144,312,540,17,21,3386,4444,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / scale 100,2,55,4,5.5168,3,13.53,0.88,14.41,7.45,0.09,713347072,0,713347072,455434240,0,455434240,75,440,839680,3350528,33,371,268,10,12,1782,2625,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / scale 100,4,3949,5,402.6277,3,1448.8,72.01,1520.81,80.75,5.64,5299843072,0,5299843072,445173760,0,445173760,54426,122876,1842532352,6749179904,154084,183021,33884,827,757,137356,178034,0,0,0,0
