number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
31,1,3.0837,2,8.66,0.77,9.43,88.7,0.0,27569844224,4289720320,31859564544,0,0,0,24,1141,475136,6864896,2,20,148,0,6,0,484,0,0,0,0
32,2,3.1848,2,9.28,0.8,10.08,91.6,0.0,27592040448,4289720320,31881760768,27053219840,4289720320,31342940160,6,1881,24576,11057152,1,42,160,36,41,8537,5157,0,0,0,0
30,3,2.9806,2,8.42,0.69,9.11,86.13,0.0,27530690560,4289720320,31820410880,27055640576,4289720320,31345360896,2,848,8192,5481472,0,13,148,9,16,1230,2048,0,0,0,0
107,4,10.8972,2,56.39,4.08,60.47,287.33,0.01,31603703808,4289720320,35893424128,27056787456,4289720320,31346507776,3683,3188,471867392,146835456,173,1067,2784,45,46,7427,7602,0,0,0,0
