name,run,number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
rpt-sansa: track2 / joins / join N-M / join 5-10 100percent,1,50,1,5.0021,3,11.16,0.88,12.04,7.58,0.12,717758464,0,717758464,0,0,0,199,590,8007680,8286208,151,538,288,2,4,108,1383,0,0,0,0
rpt-sansa: track2 / joins / join N-M / join 5-10 100percent,4,49,2,4.9001,3,11.05,0.83,11.88,7.43,0.1,733089792,0,733089792,480325632,0,480325632,153,507,1867776,3338240,50,422,316,1,3,54,1007,0,0,0,0
rpt-sansa: track2 / joins / join N-M / join 5-10 100percent,4,45,3,4.4915,3,10.15,0.67,10.82,6.91,0.07,723595264,0,723595264,467103744,0,467103744,43,429,356352,2650112,13,325,200,0,2,0,220,0,0,0,0
rpt-sansa: track2 / joins / join N-M / join 5-10 100percent,4,327,4,33.2552,3,108.43,4.44,112.87,19.54,0.09,4394725376,0,4394725376,480452608,0,480452608,116,688,5914624,8036352,29,578,356,2,4,108,1383,0,0,0,0
