number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
34,1,3.3873,2,10.36,0.89,11.25,97.13,0.0,28732551168,3150110720,31882661888,0,0,0,2,2466,8192,15726592,0,54,244,39,56,7879,5577,0,0,0,0
29,2,2.8761,2,8.69,0.71,9.4,82.5,0.0,28649050112,3158679552,31807729664,28192456704,3158679552,31351136256,0,1727,0,11216896,0,36,144,3,8,302,988,0,0,0,0
32,3,3.1863,2,10.83,0.77,11.6,89.84,0.0,28796248064,3157078016,31953326080,28201783296,3157078016,31358861312,2,1179,8192,7661568,0,29,148,17,31,2720,4022,0,0,0,0
32,4,3.1882,2,10.2,0.72,10.92,90.97,0.0,28733218816,3158679552,31891898368,28191875072,3158679552,31350554624,2,1987,98304,13399040,0,57,124,20,34,3123,4935,0,0,0,0
761,5,79.7413,2,1654.18,51.43,1705.61,831.26,9.14,62623391744,3158679552,65780469760,28197998592,3157078016,31356678144,234,54104,5349376,44384311296,13,3454504,14336,489,576,89832,89224,0,0,0,0
