number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
32,1,3.1876,2,9.62,0.82,10.44,91.54,0.0,28030590976,4284272640,32314863616,0,0,0,8,1290,40960,8455168,0,25,180,41,43,9804,5486,0,0,0,0
31,2,3.0866,2,9.56,0.87,10.43,88.15,0.0,28040925184,4284272640,32325197824,27494141952,4284272640,31778414592,8,644,32768,4878336,1,6,172,10,12,2147,2367,0,0,0,0
30,3,2.9787,2,8.39,0.7,9.09,85.92,0.0,27995463680,4284272640,32279736320,27494719488,4284272640,31778992128,0,1903,0,10139648,0,48,136,11,12,2213,2367,0,0,0,0
84,4,8.5438,2,70.7,3.0,73.7,198.32,0.0,29741428736,4284272640,34025701376,27501002752,4284272640,31785275392,8,2721,32768,56731648,1,149,312,100,118,29846,24825,0,0,0,0
