number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
31,1,3.081,2,8.59,0.93,9.52,88.6,0.0,28724195328,3162693632,31886888960,0,0,0,0,1214,0,7309312,0,23,112,9,13,1770,1362,0,0,0,0
31,2,3.0814,2,9.78,0.85,10.63,87.73,0.0,28728750080,3162693632,31891443712,28173946880,3162693632,31336640512,0,1048,0,7363584,0,14,208,8,23,554,1638,0,0,0,0
30,3,2.9801,2,8.41,0.81,9.22,85.72,0.0,28677136384,3162693632,31839830016,28174966784,3162693632,31337660416,0,1597,0,10556416,0,35,176,8,15,1170,1988,0,0,0,0
84,4,8.5722,2,67.34,3.86,71.2,202.21,0.0,32144715776,3162693632,35307409408,28182044672,3162693632,31344738304,2,1465,8192,11117568,0,28,188,39,60,5786,6830,0,0,0,0
