name,run,number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
rpt-sansa: track2 / mappings / mapping 3tm 5pom,5,50,1,5.003,3,11.4,0.81,12.21,7.58,0.07,713375744,0,713375744,0,0,0,0,512,0,3309568,0,376,164,0,2,0,220,0,0,0,0
rpt-sansa: track2 / mappings / mapping 3tm 5pom,2,50,2,5.0024,3,11.56,0.77,12.33,7.44,0.07,732200960,0,732200960,474542080,0,474542080,0,538,0,3497984,0,421,152,12,14,2050,2809,0,0,0,0
rpt-sansa: track2 / mappings / mapping 3tm 5pom,4,47,3,4.6933,3,10.53,0.92,11.45,6.96,0.18,722092032,0,722092032,465903616,0,465903616,0,1316,0,55087104,0,821,284,0,2,0,220,0,0,0,0
rpt-sansa: track2 / mappings / mapping 3tm 5pom,1,291,4,29.5886,3,84.16,3.73,87.89,29.86,0.16,3432361984,0,3432361984,475111424,0,475111424,276,1174,18317312,50380800,780,1077,608,3,5,150,1425,0,0,0,0
