number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
32,1,3.1843,2,11.17,1.62,12.79,89.05,0.01,30564409344,4289421312,34853830656,0,0,0,8,1410,212992,8052736,2,25,136,11,14,1940,1622,0,0,0,0
30,2,2.9777,2,9.03,0.74,9.77,85.2,0.0,27596443648,4289421312,31885864960,27058466816,4289421312,31347888128,4,1848,16384,10145792,0,44,116,26,34,4983,5867,0,0,0,0
29,3,2.8792,2,7.83,0.92,8.75,83.24,0.0,27537043456,4289421312,31826464768,27059662848,4289421312,31349084160,8,1579,270336,8341504,0,33,116,8,20,3533,4960,0,0,0,0
104,4,10.6016,2,52.91,3.8,56.71,281.52,0.0,32123248640,4289421312,36412669952,27059933184,4289421312,31349354496,16,3415,65536,116861952,1,437,392,114,127,21265,20967,0,0,0,0
