name,run,number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / heterogeneity files,4,74,1,7.471,3,14.23,1.15,15.38,12.78,1.39,732635136,0,732635136,0,0,0,5095,504,89194496,3530752,2227,385,4596,0,3,0,572,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / heterogeneity files,2,83,2,8.3907,3,18.0,1.47,19.47,13.67,0.24,982618112,0,982618112,465870848,0,465870848,755,846,29028352,26157056,284,591,2116,1,3,54,1007,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / heterogeneity files,1,62,3,6.2443,3,15.38,0.84,16.22,8.41,0.07,732766208,0,732766208,471166976,0,471166976,4,443,73728,3231744,4,413,152,0,2,0,220,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / heterogeneity files,3,60,4,6.0329,3,14.53,1.39,15.92,7.92,0.14,747446272,0,747446272,475770880,0,475770880,72,2117,835584,67399680,31,1515,488,2,3,184,322,0,0,0,0
rpt-sansa: Virtuoso: track2 / gtfs-madrid-bench / heterogeneity files,2,5229,5,534.922,3,1856.68,96.49,1953.17,176.48,5.51,5319286784,0,5319286784,464375808,0,464375808,89266,115277,3490754560,6449512448,187329,182324,49308,635,460,75005,152986,0,0,0,0
