number_of_samples,step,duration,version,cpu_user_diff,cpu_system_diff,cpu_user_system_diff,cpu_idle_diff,cpu_iowait_diff,memory_ram_max,memory_swap_max,memory_ram_swap_max,memory_ram_min,memory_swap_min,memory_ram_swap_min,disk_read_count_diff,disk_write_count_diff,disk_read_bytes_diff,disk_write_bytes_diff,disk_read_time_diff,disk_write_time_diff,disk_busy_time_diff,network_received_count_diff,network_sent_count_diff,network_received_bytes_diff,network_sent_bytes_diff,network_received_error_diff,network_sent_error_diff,network_received_drop_diff,network_sent_drop_diff
33,1,3.2887,2,9.69,0.85,10.54,94.32,0.0,27611762688,4284620800,31896383488,0,0,0,10,1442,40960,9644032,0,21,180,27,32,7921,4527,0,0,0,0
31,2,3.0785,2,11.65,1.05,12.7,85.66,0.0,29055737856,4284620800,33340358656,27079987200,4284620800,31364608000,2,1531,8192,8205312,0,34,140,8,13,1170,1856,0,0,0,0
30,3,2.9826,2,8.92,0.67,9.59,85.69,0.0,27561627648,4284366848,31845994496,27075747840,4284366848,31360114688,4,1743,16384,9151488,1,44,112,10,12,2210,2444,0,0,0,0
104,4,10.606,2,63.98,4.31,68.29,270.14,0.02,32442028032,4284620800,36726648832,27073445888,4284620800,31358066688,348,3530,43016192,333547520,11,1711,996,214,210,34209,42491,0,0,0,0
